Generating pseudo labels for c data
pseudo label correct rate is 0.8783333333333333
Data statistic {'p': 591, 'b': 600, 'i': 600}
=================================================================
Layer (type:depth-idx)                   Param #
=================================================================
PromptGenerator                          106,496
├─ParameterList: 1-1                     24,576
=================================================================
Total params: 131,072
Trainable params: 131,072
Non-trainable params: 0
=================================================================
PromptGenerator =================================================================
Layer (type:depth-idx)                   Param #
=================================================================
PromptGenerator                          106,496
├─ParameterList: 1-1                     24,576
=================================================================
Total params: 131,072
Trainable params: 131,072
Non-trainable params: 0
=================================================================
name: ctx_cls, shape torch.Size([12, 16, 512]), require grad: True
name: ctx_target, shape torch.Size([1, 16, 512]), require grad: True
name: ctx_source.0, shape torch.Size([1, 16, 512]), require grad: True
name: ctx_source.1, shape torch.Size([1, 16, 512]), require grad: True
name: ctx_source.2, shape torch.Size([1, 16, 512]), require grad: True
Best accuracy so far: 0.9774305555555556, step 251, accuracy 0.9375
Best accuracy so far: 0.9774305555555556, step 252, accuracy 0.9288194444444444
Best accuracy so far: 0.9774305555555556, step 253, accuracy 0.9236111111111112
Best accuracy so far: 0.9774305555555556, step 254, accuracy 0.9322916666666666
Best accuracy so far: 0.9774305555555556, step 255, accuracy 0.9270833333333334
Best accuracy so far: 0.9774305555555556, step 256, accuracy 0.9288194444444444
Best accuracy so far: 0.9774305555555556, step 257, accuracy 0.9253472222222222
Best accuracy so far: 0.9774305555555556, step 258, accuracy 0.9253472222222222
Best accuracy so far: 0.9774305555555556, step 259, accuracy 0.921875
Best accuracy so far: 0.9774305555555556, step 260, accuracy 0.9236111111111112
Best accuracy so far: 0.9774305555555556, step 261, accuracy 0.9236111111111112
Best accuracy so far: 0.9774305555555556, step 262, accuracy 0.9288194444444444
Best accuracy so far: 0.9774305555555556, step 263, accuracy 0.9340277777777778
Best accuracy so far: 0.9774305555555556, step 264, accuracy 0.9375
Best accuracy so far: 0.9774305555555556, step 265, accuracy 0.9305555555555556
Best accuracy so far: 0.9774305555555556, step 266, accuracy 0.9340277777777778
Best accuracy so far: 0.9774305555555556, step 267, accuracy 0.9375
Best accuracy so far: 0.9774305555555556, step 268, accuracy 0.9357638888888888
Best accuracy so far: 0.9774305555555556, step 269, accuracy 0.9392361111111112
Best accuracy so far: 0.9774305555555556, step 270, accuracy 0.9375
Best accuracy so far: 0.9774305555555556, step 271, accuracy 0.9340277777777778
Best accuracy so far: 0.9774305555555556, step 272, accuracy 0.9357638888888888
Best accuracy so far: 0.9774305555555556, step 273, accuracy 0.9340277777777778
Best accuracy so far: 0.9774305555555556, step 274, accuracy 0.9322916666666666
Best accuracy so far: 0.9774305555555556, step 275, accuracy 0.9322916666666666
Best accuracy so far: 0.9774305555555556, step 276, accuracy 0.9322916666666666
Best accuracy so far: 0.9774305555555556, step 277, accuracy 0.9270833333333334
